State,Suburb,Postcode,HouseMedian$,UpdatedYr,UpdateMonth,,,VLOOKUP POSTCODE
NSW,Rosebrook,2320,417000,2016,6,,,2320
NSW,Rosehill,2142,720000,2016,6,,,2142
NSW,Roselands,2196,700000,2016,6,,,2196
NSW,Rosemeadow,2560,545000,2016,6,,,2560
NSW,Roseville Chase,2069,1600000,2016,6,,,2069
NSW,Rossmore,2557,695000,2016,6,,,2557
NSW,Rothbury,2320,417000,2016,6,,,2320
NSW,Rozelle,2039,1324000,2016,6,,,2039
NSW,Ruse,2560,545000,2016,6,,,2560
NSW,Rushcutters Bay,2011,930000,2016,6,,,2011
NSW,Russell Lea,2046,1006000,2016,6,,,2046
NSW,Russell Vale,2517,595000,2016,6,,,2517
NSW,Rutherford,2320,417000,2016,6,,,2320
NSW,Rydalmere,2116,720000,2016,6,,,2116
NSW,Ryde,2112,1020000,2016,6,,,1680
NSW,Ryhope,2283,491000,2016,6,,,2283
NSW,Sackville,2756,635000,2016,6,,,2756
NSW,Sackville North,2756,1089000,2016,6,,,2756
NSW,Saddleback Mountain,2533,688000,2016,6,,,2533
NSW,Sadleir,2168,695000,2016,6,,,2168
NSW,Salamander Bay,2317,449000,2016,6,,,2317
NSW,Salt Ash,2318,449000,2016,6,,,2318
NSW,Salt Pan Cove,#N/A,1391000,2016,6,,,#N/A
NSW,San Remo,2262,480000,2016,6,,,2262
NSW,Sand Point,#N/A,1391000,2016,6,,,#N/A
NSW,Sandgate,2304,491000,2016,6,,,2304
NSW,Sandringham,2219,760000,2016,6,,,2219
NSW,Sandy Point,2172,900000,2016,6,,,2172
NSW,Sans Souci,2219,880000,2016,6,,,2219
NSW,Saratoga,2251,600000,2016,6,,,2251
NSW,Scarborough,2515,595000,2016,6,,,2515
NSW,Scheyville,2756,635000,2016,6,,,2756
NSW,Schofields,2762,632000,2016,6,,,2762
NSW,Scotland Island,2105,1391000,2016,6,,,2105
NSW,Scotts Hill,2570,680000,2016,6,,,#N/A
NSW,Seaforth,2092,1673000,2016,6,,,2092
NSW,Seaham,2324,449000,2016,6,,,2324
NSW,Seahampton,2286,491000,2016,6,,,2286
NSW,Sefton,2162,820000,2016,6,,,2162
NSW,Seven Hills,2147,632000,2016,6,,,1730
NSW,Shalvey,2770,632000,2016,6,,,2770
NSW,Shanes Park,2747,632000,2016,6,,,2747
NSW,Shelly Beach,2261,480000,2016,6,,,2261
NSW,Shoal Bay,2315,491000,2016,6,,,2315
NSW,Shooters Hill,2787,578000,2016,6,,,2787
NSW,Shortland,2307,491000,2016,6,,,2307
NSW,Silverdale,2752,680000,2016,6,,,2752
NSW,Silverwater,2128,720000,2016,6,,,1811
NSW,Smeaton Grange,2567,700000,2016,6,,,2567
NSW,Soldiers Point,2317,449000,2016,6,,,2317
NSW,Somersby,2250,600000,2016,6,,,2250
NSW,South Coogee,2034,1100000,2016,6,,,2034
NSW,South Granville,2142,708000,2016,6,,,2142
NSW,South Hurstville,2221,880000,2016,6,,,2221
NSW,South Maitland,2320,417000,2016,6,,,2320
NSW,South Maroota,2756,1089000,2016,6,,,2756
NSW,South Penrith,2750,589000,2016,6,,,2750
NSW,South Turramurra,2074,1600000,2016,6,,,2074
NSW,South Warriewood,#N/A,1391000,2016,6,,,#N/A
NSW,South Wentworthville,2145,708000,2016,6,,,2145
NSW,South Windsor,2756,635000,2016,6,,,2756
NSW,Speers Point,2284,491000,2016,6,,,2284
NSW,Spencer,2775,600000,2016,6,,,2775
NSW,Spring Hill,2500,595000,2016,6,,,2500
NSW,Springfield,2250,600000,2016,6,,,2250
NSW,St Albans,2775,635000,2016,6,,,2775
NSW,St Andrews,2566,545000,2016,6,,,#N/A
NSW,St Clair,2759,589000,2016,6,,,2330
NSW,St Helens Park,2560,545000,2016,6,,,2560
NSW,St Huberts Island,2257,600000,2016,6,,,2257
NSW,St Ives,2075,1600000,2016,6,,,2075
NSW,St Ives Chase,2075,1600000,2016,6,,,2075
NSW,St Johns Park,2176,700000,2016,6,,,2176
NSW,St Peters,2044,985000,2016,6,,,2044
NSW,Stanhope Gardens,2768,632000,2016,6,,,2768
NSW,Stanmore,2048,985000,2016,6,,,2048
NSW,Stanwell Park,2508,595000,2016,6,,,2508
NSW,Stanwell Tops,2508,595000,2016,6,,,2508
NSW,Stockton,2295,491000,2016,6,,,2295
NSW,Stokes Point,#N/A,1391000,2016,6,,,#N/A
NSW,Strathfield,2135,715000,2016,6,,,1816
NSW,Strathfield South,2135,715000,2016,6,,,2136
NSW,Summer Hill,2287,491000,2016,6,,,2130
NSW,Summer Hill,2130,825000,2016,6,,,2130
NSW,Summerland Point,2259,480000,2016,6,,,2259
NSW,Surry Hills,2010,930000,2016,6,,,2010
NSW,Sutherland,2232,900000,2016,6,,,1499
NSW,Swan Bay,2324,449000,2016,6,,,2324
NSW,Swansea Heads,2281,491000,2016,6,,,2281
NSW,Sydenham,2044,985000,2016,6,,,2044
NSW,Sydney,2000,930000,2016,6,,,1001
NSW,Sydney Airport,2020,760000,2016,6,,,#N/A
NSW,Sylvania,2224,900000,2016,6,,,2224
NSW,Sylvania Waters,2224,900000,2016,6,,,2224
NSW,Tacoma,2259,480000,2016,6,,,2259
NSW,Tacoma South,2259,480000,2016,6,,,2259
NSW,Tahmoor,2573,680000,2016,6,,,2573
NSW,Tamarama,2026,1200000,2016,6,,,2026
NSW,Tanilba Bay,2319,449000,2016,6,,,2319
NSW,Tarana,2787,578000,2016,6,,,2787
NSW,Taren Point,2229,900000,2016,6,,,2229
NSW,Tarrawanna,2518,595000,2016,6,,,2518
NSW,Tascott,2250,600000,2016,6,,,2250
NSW,Taylors Beach,2316,449000,2016,6,,,2316
NSW,Taylors Point,2107,1391000,2016,6,,,2107
NSW,Telarah,2320,417000,2016,6,,,2320
NSW,Telopea,2117,720000,2016,6,,,2117
NSW,Tempe,2044,985000,2016,6,,,2044
NSW,Ten Mile Hollow,2250,635000,2016,6,,,2250
NSW,Tenambit,2323,417000,2016,6,,,2323
NSW,Tennyson,2754,635000,2016,6,,,2754
NSW,Tennyson Point,2111,1020000,2016,6,,,2111
NSW,Teralba,2284,491000,2016,6,,,2284
NSW,Terrey Hills,2084,1035000,2016,6,,,2084
NSW,Terrigal,2260,600000,2016,6,,,2260
NSW,The Basin,2108,1391000,2016,6,,,2108
NSW,The Entrance,2261,480000,2016,6,,,2261
NSW,The Entrance North,2261,480000,2016,6,,,2261
NSW,The Hill,2300,491000,2016,6,,,2300
NSW,The Junction,2291,491000,2016,6,,,2291
NSW,The Meadows,2787,578000,2016,6,,,2787
NSW,The Peaks,2787,680000,2016,6,,,#N/A
NSW,The Ponds,2769,632000,2016,6,,,2769
NSW,The Rocks,2000,930000,2016,6,,,2000
NSW,The Slopes,2754,635000,2016,6,,,2754
NSW,Thirlmere,2572,680000,2016,6,,,2572
NSW,Thirroul,2515,595000,2016,6,,,2515
NSW,Tighes Hill,2297,491000,2016,6,,,2297
NSW,Tilligerry Creek,2319,449000,2016,6,,,#N/A
NSW,Tingira Heights,2290,491000,2016,6,,,2290
NSW,Tomago,2322,449000,2016,6,,,2322
NSW,Toolijooa,2534,688000,2016,6,,,2534
NSW,Toowoon Bay,2261,480000,2016,6,,,2261
NSW,Top Ryde,2112,1020000,2016,6,,,#N/A
NSW,Toukley,2263,480000,2016,6,,,2263
NSW,Towlers Bay,#N/A,1391000,2016,6,,,#N/A
NSW,Towradgi,2518,595000,2016,6,,,2518
NSW,Tregear,2770,632000,2016,6,,,2770
NSW,Tuggerah,2259,480000,2016,6,,,2259
NSW,Tuggerawong,2259,480000,2016,6,,,2259
NSW,Tumbi Umbi,2261,480000,2016,6,,,2261
NSW,Tumbledown Dick,#N/A,1391000,2016,6,,,#N/A
NSW,Turimetta,#N/A,1391000,2016,6,,,#N/A
NSW,Turramurra,2074,1600000,2016,6,,,2074
NSW,Turrella,2205,760000,2016,6,,,2205
NSW,Ultimo,2007,930000,2016,6,,,2007
NSW,Umina,2257,600000,2016,6,,,#N/A
NSW,Unanderra,2526,595000,2016,6,,,2526
NSW,University Of Wollongong,2522,595000,2016,6,,,2522
NSW,Upper Colo,2756,635000,2016,6,,,2756
NSW,Upper Kangaroo Valley,2577,688000,2016,6,,,2577
NSW,Upper Macdonald,2775,635000,2016,6,,,2775
NSW,Upper Mangrove,2250,600000,2016,6,,,2250
NSW,Valentine,2280,491000,2016,6,,,2280
NSW,Varroville,2566,545000,2016,6,,,2566
NSW,Voyager Point,2172,695000,2016,6,,,2172
NSW,Wadalba,2259,480000,2016,6,,,2259
NSW,Wagstaffe,2257,600000,2016,6,,,2257
NSW,Wahroonga,2076,1600000,2016,6,,,2076
NSW,Wakeley,2176,700000,2016,6,,,2176
NSW,Wallacia Heights,2745,680000,2016,6,,,#N/A
NSW,Wallarah,2259,480000,2016,6,,,2259
NSW,Wallerawang,2845,578000,2016,6,,,2845
NSW,Wallsend,2287,491000,2016,6,,,2287
NSW,Wallsend South,2287,491000,2016,6,,,2287
NSW,Wamberal,2260,600000,2016,6,,,2260
NSW,Warabrook,2304,491000,2016,6,,,2304
NSW,Waratah,2298,491000,2016,6,,,2298
NSW,Waratah West,2298,491000,2016,6,,,2298
NSW,Wareemba,2046,1006000,2016,6,,,2046
NSW,Warnervale,2259,480000,2016,6,,,2259
NSW,Warragamba,2752,680000,2016,6,,,2752
NSW,Warrawee,2074,1600000,2016,6,,,2074
NSW,Warrawong,2502,595000,2016,6,,,2502
NSW,Warriewood,2102,1391000,2016,6,,,2102
NSW,Warriewood Beach,#N/A,1391000,2016,6,,,#N/A
NSW,Warwick Farm,2170,695000,2016,6,,,2170
NSW,Watanobbi,2259,480000,2016,6,,,2259
NSW,Waterfall,2233,900000,2016,6,,,2233
NSW,Waterloo,2017,930000,2016,6,,,1440
NSW,Watsons Bay,2030,1709000,2016,6,,,2030
NSW,Wattle Grove,2173,695000,2016,6,,,2173
NSW,Waverley,2024,1200000,2016,6,,,2024
NSW,Waverton,2060,1050000,2016,6,,,2060
NSW,Webbs Creek,2775,635000,2016,6,,,2775
NSW,Wedderburn,2560,545000,2016,6,,,2560
NSW,Wendoree Park,2250,600000,2016,6,,,2250
NSW,Wentworth Point,2127,720000,2016,6,,,#N/A
NSW,Werombi Road,2570,680000,2016,6,,,#N/A
NSW,Werri Beach,2534,688000,2016,6,,,2534
NSW,Werrington,2747,589000,2016,6,,,2747
NSW,Werrington County,2747,589000,2016,6,,,2747
NSW,Werrington Downs,2747,589000,2016,6,,,2747
NSW,West Gosford,2250,600000,2016,6,,,2250
NSW,West Hoxton,2171,695000,2016,6,,,2171
NSW,West Killara,#N/A,1600000,2016,6,,,#N/A
NSW,West Lindfield,2070,1600000,2016,6,,,#N/A
NSW,West Pennant Hills,2125,1089000,2016,6,,,2125
NSW,West Pymble,2073,1600000,2016,6,,,2073
NSW,West Ryde,2114,1020000,2016,6,,,1685
NSW,West Wallsend,2286,491000,2016,6,,,2286
NSW,West Wollongong,2500,595000,2016,6,,,2500
NSW,Weston,2326,316000,2016,6,,,2326
NSW,Wetherill Park,2164,700000,2016,6,,,2164
NSW,Whalan,2770,632000,2016,6,,,2770
NSW,Whale Beach,2107,1391000,2016,6,,,2107
NSW,Wheeler Heights,2097,1035000,2016,6,,,2097
NSW,Wheeny Creek,2758,578000,2016,6,,,2758
NSW,Wheeny Creek,2765,635000,2016,6,,,2758
NSW,Whitebridge,2290,491000,2016,6,,,2290
NSW,Wickham,2293,491000,2016,6,,,2293
NSW,Wilberforce,2756,635000,2016,6,,,2756
NSW,Wiley Park,2195,700000,2016,6,,,2195
NSW,Williamtown,2318,449000,2016,6,,,2318
NSW,Willmot,2770,632000,2016,6,,,2770
NSW,Willoughby,2068,1486000,2016,6,,,2068
NSW,Willow Vale,2534,688000,2016,6,,,2534
NSW,Windale,2306,491000,2016,6,,,2306
NSW,Windang,2528,595000,2016,6,,,2528
NSW,Windella,2320,417000,2016,6,,,2320
NSW,Windsor,2756,635000,2016,6,,,2756
NSW,Windsor Downs,2756,635000,2016,6,,,2756
NSW,Wolli Creek,2205,760000,2016,6,,,2205
NSW,Wollombi,2325,316000,2016,6,,,2325
NSW,Wollongong,2500,595000,2016,6,,,2500
NSW,Wollongong,2520,595000,2016,6,,,2500
NSW,Wollongong West,2500,595000,2016,6,,,2500
NSW,Wollstonecraft,2065,1050000,2016,6,,,2065
NSW,Wombarra,2515,595000,2016,6,,,2515
NSW,Womerah,2756,635000,2016,6,,,2756
NSW,Wondabyne,2256,600000,2016,6,,,2256
NSW,Wongawilli,2530,595000,2016,6,,,2530
NSW,Woodbine,2560,545000,2016,6,,,2560
NSW,Woodcroft,2767,632000,2016,6,,,2767
NSW,Woodpark,2164,708000,2016,6,,,2164
NSW,Woodrising,2284,491000,2016,6,,,2284
NSW,Woollahra,2025,1709000,2016,6,,,2025
NSW,Woolloomooloo,2011,930000,2016,6,,,2011
NSW,Woolooware,2230,900000,2016,6,,,2230
NSW,Woolwich,2110,1780000,2016,6,,,2110
NSW,Woongarrah,2259,480000,2016,6,,,2259
NSW,Woonona,2517,595000,2016,6,,,2517
NSW,Woonona East,2517,595000,2016,6,,,2517
NSW,Woronora,2232,900000,2016,6,,,2232
NSW,Woronora Dam,2508,595000,2016,6,,,2508
NSW,Woronora Heights,2233,900000,2016,6,,,2233
NSW,Woy Woy,2256,600000,2016,6,,,2256
NSW,Woy Woy Bay,2256,600000,2016,6,,,2256
NSW,Wrights Creek,2775,635000,2016,6,,,2775
NSW,Wyoming,2250,600000,2016,6,,,2250
NSW,Wyong,2259,480000,2016,6,,,2259
NSW,Wyong Creek,2259,480000,2016,6,,,2259
NSW,Wyongah,2259,480000,2016,6,,,2259
NSW,Yagoona,1927,820000,2016,6,,,2199
NSW,Yagoona,2199,700000,2016,6,,,2199
NSW,Yanderra,2574,680000,2016,6,,,2574
NSW,Yarramalong,2259,480000,2016,6,,,2259
NSW,Yarramundi,2753,635000,2016,6,,,2753
NSW,Yarrawarrah,2233,900000,2016,6,,,2233
NSW,Yattalunga,2251,600000,2016,6,,,2251
NSW,Yerranderie,2787,680000,2016,6,,,#N/A
NSW,Yowie Bay,2228,900000,2016,6,,,2228
NSW,Zetland,2017,930000,2016,6,,,2017
